epoch	scaling	#test	difAvg	0difAvg	accur	TP	TN	FP	FN	P	N	correct
note: difAvg error (squared) and 0-difAvg error (squared) are multiplied by 100
100	8192	276	24898313646.7858	0.4367	0.0	98.913	0.0	0.0	1.087	100.0	0.0	98.913
100	10240	245	143609426338.2367	0.4329	0.0	99.5918	0.0	0.0	0.4082	100.0	0.0	99.5918
100	12288	281	108690109859.2798	0.3882	0.0	99.2883	0.0	0.3559	0.3559	99.6441	0.3559	99.2883
100	14336	233	19260898554.7074	0.2467	0.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
100	16384	267	6434382622.1692	0.4724	0.0	99.6255	0.0	0.0	0.3745	100.0	0.0	99.6255
100	20480	233	33032404271.475	0.4292	0.0	98.7124	0.0	1.2876	0.0	98.7124	1.2876	98.7124
100	24576	278	0.3146	0.3157	1.0034	98.5612	0.0	0.0	1.4388	100.0	0.0	98.5612
100	28672	243	0.1753	0.1759	1.0031	97.5309	0.0	0.0	2.4691	100.0	0.0	97.5309
100	32768	292	1470868340.0024	0.2974	0.0	99.6575	0.0	0.0	0.3425	100.0	0.0	99.6575
100	40960	240	0.4013	0.4021	1.0021	99.5833	0.0	0.0	0.4167	100.0	0.0	99.5833
100	2147483647	263	9.3056	0.4295	0.0462	100.0	0.0	0.0	0.0	100.0	0.0	100.0
100	2147483647	254	20.1668	0.3182	0.0158	100.0	0.0	0.0	0.0	100.0	0.0	100.0
100	2147483647	259	10.7085	0.2547	0.0238	100.0	0.0	0.0	0.0	100.0	0.0	100.0
100	2147483647	258	9.8552	0.3105	0.0315	99.2248	0.0	0.7752	0.0	99.2248	0.7752	99.2248
100	2147483647	266	20.6902	0.3443	0.0166	99.6241	0.0	0.3759	0.0	99.6241	0.3759	99.6241
100	2147483647	259	8.5537	0.3502	0.0409	99.6139	0.0	0.3861	0.0	99.6139	0.3861	99.6139
100	2147483647	267	7.3801	0.4058	0.055	98.8764	0.0	1.1236	0.0	98.8764	1.1236	98.8764
100	2147483647	241	8.2127	0.1829	0.0223	99.1701	0.0	0.8299	0.0	99.1701	0.8299	99.1701
100	2147483647	256	15.469	0.4395	0.0284	100.0	0.0	0.0	0.0	100.0	0.0	100.0
100	2147483647	268	9.3493	0.3387	0.0362	100.0	0.0	0.0	0.0	100.0	0.0	100.0
100	2147483647	289	10.6525	0.4416	0.0415	100.0	0.0	0.0	0.0	100.0	0.0	100.0
100	2147483647	276	22.6944	0.2952	0.013	99.6377	0.0	0.3623	0.0	99.6377	0.3623	99.6377
100	2147483647	278	13.9967	0.2978	0.0213	100.0	0.0	0.0	0.0	100.0	0.0	100.0
100	2147483647	269	16.6298	0.3474	0.0209	100.0	0.0	0.0	0.0	100.0	0.0	100.0
100	2147483647	246	11.815	0.2117	0.0179	100.0	0.0	0.0	0.0	100.0	0.0	100.0
100	2147483647	257	20.0326	0.3561	0.0178	100.0	0.0	0.0	0.0	100.0	0.0	100.0
